nct_id,pubmed_id,trial_info,doc_info,label
NCT01267019,29300973,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Augmenting Social Cognitive Intervention for Veterans With Schizophrenia | abstract: Veterans with schizophrenia and schizoaffective disorder experience high levels of disability and poor community outcome, and these poor functional outcomes constitute a major public health concern. The treatment of schizophrenia spectrum disorders has shifted fundamentally from a focus on symptom reduction to a focus on recovery and improving aspects of functioning. Needed improvements in community outcome for patients with these disorders will not occur simply through better control of clinical symptoms. Instead, it is necessary to find new treatments that address the key determinants of poor functional outcome, including social cognition. Both basic (non-social) cognition and social cognition are considered key determinants of functional outcome for schizophrenia and schizoaffective disorder. Basic cognition includes the domains of: learning and memory, vigilance / attention, speed of processing, reasoning and problem solving, and working memory. Social cognition generally refers to mental operations that underlie social interactions, including perceiving, interpreting, managing, and generating responses to socially relevant stimuli, including the intentions and behaviors of others. As part of the investigators' previous Merit grant, they have developed a training program for social cognition and are in the process of validating it. Initial results suggest that the program improves performance on measures of social cognition and functional capacity.~In this study, the investigators will evaluate whether adding an in vivo component (training activities that occur in the community) to the current social cognition intervention facilitates generalization of training effects to community outcome and subjective satisfaction. Outcome measures of social cognition and functional capacity will be examined during the 12 week training program, and durability of benefits will be assessed at a 3-month follow up. Generalization to community functioning and subjective satisfaction will be assessed at the end of training and at the 3-month follow up. The investigators will enroll 105 patients across the 5 years of the study with random assignment to training group (social cognition intervention with in vivo exercises, social cognition intervention without in vivo exercises and control). Subjects will receive assessments at baseline, 6 weeks (mid-point), completion of training (12 weeks), and the 3-month follow up. | sponsor: VA Office of Research and Development | start_year: 2011.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name: acute exacerbation of symptoms | adverse_event_description: Organ System: Psychiatric disorders
Frequency: 5 affected / 47 at risk | intervention_type: BEHAVIORAL | group_type: EXPERIMENTAL | intervention_name: social cognitive training with in vivo augmentation | intervention_description: 24 sessions of social cognitive training plus 6 sessions of in vivo exercises","study_source: PubMed | population: One hundred thirty‐nine outpatients with psychotic disorders | interventions: SCST plus in vivo community‐based training | outcomes: Significant, durable improvement in facial emotion identification | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT01619787,24965999,study_source: ClinicalTrials.gov | trial_type: OBSERVATIONAL | title: Experimental Analysis of Price Changes and Food Purchases in Obese and Lean Mothers | abstract: The goal of the proposed study is to apply experimental economics in an online grocery store shopping model to examine the effects of pricing on hypothetical food purchases | sponsor: State University of New York at Buffalo | start_year: 2011.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type:  | group_type:  | intervention_name:  | intervention_description:,"study_source: PubMed | population: Ninety-six women with polycystic ovary syndrome unresponsive to clomiphene citrate | interventions: Unilateral laparoscopic ovarian drilling with thermal doses adjusted to ovarian volume: median of 720J (IQR) | outcomes: AMH, T and LH levels significantly decreased (P<0.001, P≤0.024, P<0.001) after diathermy in both responders and nonresponders. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT03250637,29566186,"study_source: ClinicalTrials.gov | trial_type: OBSERVATIONAL | title: Meat and Fiber Intake and Interaction With Pattern Recognition Receptors (TLR1, TLR2, TLR4, and TLR10) in Relation to Colorectal Cancer in a Danish Prospective, Case-cohort Study | abstract: The aim of this study is to investigate the interaction between diet - primary meat and fiber - and polymorphisms in Toll-like receptors in relation to risk of colorectal cancer in a Danish prospective cohort. | sponsor: University of Southern Denmark | start_year: 1993.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: OTHER | group_type:  | intervention_name: Observational | intervention_description: Information on diet, lifestyle, weight, height, medical treatment, environmental exposures, and other socio-economic factors were collected at enrolment using questionnaires and interviews","study_source: PubMed | population: 897 colorectal cancer (CRC) cases and 1689 randomly selected participants from the Danish prospective 'Diet, Cancer and Health' study encompassing 57,053 persons. | interventions: Red and processed meat intake (10 g/d) | outcomes: Associations found with TLR2 (P = 0.018) and TLR4 (P = 0.044) polymorphisms and risk of CRC; interactions with TLR1 and TLR10 polymorphisms. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT01776424,31537259,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Randomized Controlled Trial of Rivaroxaban for the Prevention of Major Cardiovascular Events in Patients With Coronary or Peripheral Artery Disease (COMPASS - Cardiovascular OutcoMes for People Using Anticoagulation StrategieS). | abstract: The primary objectives of this study are:~* To determine whether rivaroxaban 2.5 mg twice daily (bid) + aspirin 100 mg once daily (od) compared with aspirin 100 mg od reduces the risk of a composite of myocardial infarction, stroke, or cardiovascular death in subjects with coronary artery disease (CAD) or peripheral artery disease (PAD);~* To determine whether rivaroxaban 5 mg bid compared with aspirin 100 mg od reduces the risk of a composite of myocardial infarction, stroke or cardiovascular death in subjects with CAD or PAD. | sponsor: Bayer | start_year: 2013.0 | drug_moa_id: 4182.0 | drug_name: Rivaroxaban (Xarelto, BAY59-7939) | drug_description: Tablet, 2.5 mg, twice daily, oral | adverse_event_name: Anaemia | adverse_event_description: Organ System: Blood and lymphatic system disorders
Frequency: 13 affected / 9134 at risk | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: Rivaroxaban (Xarelto, BAY59-7939) | intervention_description: Tablet, 2.5 mg, twice daily, oral","study_source: PubMed | population: Patients with coronary or peripheral artery disease, 27,395 enrolled (mean age 68 years, 22% women), 18,278 randomized to treatment groups. | interventions: Rivaroxaban 2.5 mg twice daily plus Aspirin 100 mg once daily | outcomes: Increased modified International Society on Thrombosis and Hemostasis major bleeding (288 of 9,152 [3.1%] vs. 170 of 9,126 [1.9%]), HR: 1.70; 95% CI: 1.40 to 2.05; p < 0.001. | group_type: EXPERIMENTAL | primary_endpoint: Major bleeding | primary_endpoint_domain: Adverse events/effects | primary_endpoint_subdomain:",1
NCT01046617,31065731,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Lactobacillus Reuteri (DSM 17938) for the Treatment of Infantile Colic: a Randomized Double-blind Placebo Controlled Trial | abstract: Infantile colic is characterized by excessive crying (defined as crying that last at least 3 hours a day, for 3 days a week, for at least 3 weeks) in an otherwise healthy infant. The crying typically starts in the first few weeks of life and ends by 4-5 months of age. The condition is usually self-limited, with no long-term adverse effects; however, it may be very distressing to parents, hence, any safe and effective treatment would be desirable. Recently, it has been suggested that probiotics may offer some benefit.This is based on the results of one open randomized controlled trial. In this trial, 83 breast-fed infants with colic defined as \>3 hours of crying on \>3 days/week were randomly allocated to receive Lactobacillus reuteri DSM 17938 (108 colony-forming units, once daily 30 minutes after feeding) or simethicone (60 mg/day as 15 drops twice a day after feeding) for 28 days. Mothers followed a cow's milk free diet. By day 28 after randomization, mothers of infants in the probiotic group were significantly more likely than mothers of infants in the simethicone group to report a reduction from baseline in average crying time to less than 3 hours per day (95% vs. 7%). In addition, median crying times were significantly shorter in the probiotic group than in the simethicone group. No adverse effects of L. reuteri were reported.~Although the mechanism of action of L. reuteri for treating infantile colic has not been elucidated yet, the findings are very promising. However, there are some methodological limitations to the study, including no allocation concealment, no blinding, and no intention-to-treat analysis; these may result in selection, performance, and/or attrition biases and, eventually, invalidate the results. Another limitation of the study is the lack of a true placebo group. Given these consideration a new study is proposed that is aiming to overcome these limitations. | sponsor: Medical University of Warsaw | start_year: 2009.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type:  | group_type:  | intervention_name:  | intervention_description:","study_source: PubMed | population: Individuals with PTSD, n = 103 (72 in active group, 31 in control group) | interventions: MDMA (75–125 mg) | outcomes: Significantly greater reductions in CAPS‐IV total scores from baseline (MMRM estimated mean difference (SE) between groups − 22.0 (5.17), P < 0.001). | group_type: EXPERIMENTAL | primary_endpoint: Reduction in CAPS‐IV total scores | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",0
NCT00537355,30053967,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of TOLAMBA™ in the Control of Symptoms of Ragweed-Allergic Rhinitis in an Environmental Exposure Chamber (EEC) Model | abstract: This will be a randomized, double-blind, placebo-controlled, parallel-group, multicenter study. After passing the initial Screening Visit, subjects will be in the environmental exposure chamber(EEC), a room with a controlled amount of ragweed pollen, for 4 hours each day on 4 consecutive days. At the last visit, subjects who have achieved a minimum Total Nasal Symptom Score (TNSS) will be randomized to receive either TOLAMBA or placebo treatments. Subjects will receive 6 weekly subcutaneous (under the skin) injections of the study drug. About three weeks after the last injection, subjects will be asked to be in the EEC for 2 consecutive days (Visits 11 and 12, Days 60 and 61). Approximately 3 weeks after Visit 12 (Day 61), the subjects will again be in the EEC for 4 consecutive days (Visits 13-16, Days 82-85).~During all EEC visits, the subjects will be exposed to ragweed pollen at an average concentration of 3500 ± 500 pollen grains per cubic meter. Each EEC visit will last 4 hours. During each EEC visit, patients will be asked to record symptom scores for nasal and non-nasal symptoms at scheduled time points.~The total duration of a subject's participation in this study is expected to be a minimum of 85 days. | sponsor: Dynavax Technologies Corporation | start_year: 2007.0 | drug_moa_id: 1375.0 | drug_name: Histamine | drug_description: 6 weekly subcutaneous injections (escalating doses of 0.22 mcg to 1.1 mcg) | adverse_event_name:  | adverse_event_description:  | intervention_type: BIOLOGICAL | group_type: ACTIVE_COMPARATOR | intervention_name: Amb a 1 Immunostimulatory Oligoribonucleotide Conjugate | intervention_description: 6 weekly subcutaneous injections (escalating doses of 3 mcg to 30 mcg)","study_source: PubMed | population: Adults with symptomatic asthma maintained on inhaled corticosteroids (ICS) ± long-acting beta2-agonists (LABA), population size not specified. | interventions: Fluticasone furoate/vilanterol (FF/VI) 100 [200]/25 μg | outcomes: Patients initiating FF/VI were more likely to maintain/improve asthma control at Week 24. | group_type: EXPERIMENTAL | primary_endpoint: Asthma control improvement | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",0
NCT02266719,23937064,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Clinical Outcomes and Radiation Safety After Endovascular Repair of Complex Aortic Aneurysms Using Fenestrated and Branched Devices | abstract: The purpose of this study is to assess the clinical outcomes and radiation of the use of off-the-shelf and custom-made devices (CMDs) for the endovascular repair of juxtarenal, suprarenal, thoracoabdominal and arch aortic aneurysms in patients having appropriate anatomy. The study consists of three cohorts. The first 2 cohorts are the continuation of the current IDE study. The first cohort is aimed to assess the use of custom-made devices (CMDs) for the endovascular repair of juxtarenal, suprarenal and type IV thoracoabdominal aortic aneurysms in standard and high-risk patients having appropriate anatomy (Fenestrated-CMD cohort). The second cohort (Type I-III thoracoabdominal cohort) includes standard and high-risk patients with type I- III thoracoabdominal aneurysms that require the use of branched/fenestrated CMDs, or, in selected cases, the Zenith Thoracoabdominal Branch (Zenith® t-Branch™) device. Finally, the third cohort (the Arch cohort) will include 25 high-risk patients with aortic arch aneurysms treated by patient-specific stent-grafts with one to three inner branches or a scallop | sponsor: University of Texas Southwestern Medical Center | start_year: 2014.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DEVICE | group_type: EXPERIMENTAL | intervention_name: Fenestrated CMD | intervention_description: The CMD that will be used in this IDE is structurally the same as the commercially available Zenith Fenestrated AAA Endovascular Graft.~In general, the Zenith® Fenestrated AAA Endovascular Graft is a modular system constructed of full- thickness woven polyster fabric sewn to self-expanding stainless steel z-stents with braided polyster and monofilament polypropylene sutures. In this study, fenestrated grafts with usually up to 4 fenestrations may be used.~Device implantation will be performed using standardized endosvacular techniques used in the treatment of abdominal aortic aneurysms.","study_source: PubMed | population: Informal hospice caregivers in the midwestern United States, population size not specified, involved in hospice care planning discussions. | interventions: Use of medical words by hospice team members | outcomes: Hospice team members used six times as many medical words compared to caregivers. | group_type: EXPERIMENTAL | primary_endpoint: Caregiver's level of understanding of medication and pain management protocol | primary_endpoint_domain: Life impact | primary_endpoint_subdomain: Perceived health status",0
NCT01350557,22960477,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Three Care Models for Elderly Patients With Hip Fracture | abstract: Hip fracture in the elderly is associated with excess mortality of 5 to 20%, and mobility problems that usually results in costly hospital stays and lengthy rehabilitation procedures. The purpose of this study is to compare the costs and effectiveness of three care models- acute/sub-acute, comprehensive, and routine care models for hip fractured elders in Taiwan. | sponsor: Chang Gung Memorial Hospital | start_year: 2005.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: OTHER | group_type: EXPERIMENTAL | intervention_name: Comprehensive care | intervention_description: Comprehensive care consisted of subacute care plus health-maintenance interventions to manage depressive symptoms, manage malnutrition, and prevent falls.","study_source: PubMed | population: Elderly patients with hip fracture (n = 299) | interventions: Comprehensive care | outcomes: Better self-care ability (OR = 3.19, p < .01) and less risk of depression (OR = 0.48, p < .01) compared to usual care. | group_type: EXPERIMENTAL | primary_endpoint: self-care ability | primary_endpoint_domain: Life impact | primary_endpoint_subdomain: Physical functioning",1
NCT00230984,21700760,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Effects of Home Pulmonary Rehabilitation in Patients With Chronic Respiratory Failure and Nutritional Depletion. | abstract: Title : Effects of home pulmonary rehabilitation in patients with chronic respiratory failure and nutritional depletion.~This is a randomized controlled, open clinical trial with two groups.~* first group, 100 patients : control group, patients followed with no add-on intervention~* Second group, 100 patients : rehabilitation group with education, oral supplements, exercise and androgenic steroids. | sponsor: University Hospital, Grenoble | start_year: 2003.0 | drug_moa_id: -1.0 | drug_name: Oral dietary supplements (563 kcal/d), RESPIFOR | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type:  | group_type:  | intervention_name:  | intervention_description:","study_source: PubMed | population: Malnourished patients with chronic respiratory failure (CRF), 122 patients total, mean age 66 years, 91 men, on long-term oxygen therapy and/or non-invasive ventilation. | interventions: Multimodal nutritional rehabilitation (health education, oral nutritional supplements, exercise, oral testosterone) for 90 days | outcomes: No significant effect on 6-min walking test (6MWT). Improvements in BMI (+0.56 kg/m2, 95% CI 0.18 to 0.95, p=0.004), FFMI (+0.60 kg/m2, 95% CI 0.15 to 1.05, p=0.01), haemoglobin (+9.1 g/l, 95% CI 2.5 to 15.7, p=0.008), peak workload (+7.2 W, 95% CI 3.7 to 10.6, p<0.001), quadriceps isometric force (+28.3 N, 95% CI 7.2 to 49.3, p=0.009), endurance time (+5.9 min, 95% CI 3.1 to 8.8, p<0.001), and in women, Chronic Respiratory Questionnaire (+16.5 units, 95% CI 5.3 to 27.7, p=0.006). Rehabilitation predicted survival (HR 0.27, 95% CI 0.07 to 0.95, p=0.042). | group_type: EXPERIMENTAL | primary_endpoint: Survival | primary_endpoint_domain: Mortality/survival | primary_endpoint_subdomain:",1
NCT02064946,28878616,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: High-dose Vitamin D Supplementation for ADT-induced Side Effects | abstract: The purpose of this study is to test the efficacy of a high-dose vitamin D supplementation regimen in reducing androgen deprivation therapy (ADT)-related side effects in older prostate cancer patients on ADT. The proposed study is a randomized, double-blind, 2-arm, controlled clinical trial that will accrue 76 prostate cancer patients without severe bone loss, aged 60 and older, beginning ADT, and scheduled to receive at least 6 months more of ADT. Participants will be randomized to: 1) weekly high-dose vitamin D3 (50,000 IU) or 2) vitamin D placebo only for a period of 24 weeks. Both groups will also receive a daily multivitamin and calcium supplement. | sponsor: University of Rochester | start_year: 2014.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DIETARY_SUPPLEMENT | group_type: ACTIVE_COMPARATOR | intervention_name: vitamin D | intervention_description: 50,000IU/week of vitamin D3","study_source: PubMed | population: 15 patients with inherited retinal degenerations, specific characteristics not available. | interventions: New electronic subretinal implant Alpha AMS | outcomes: Interim results not available. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT03548324,30658676,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Enteral Nutrition Tolerance and Non-invasive Respiratory Support in Preterm Infants | abstract: This research study aims to evaluate the relation between non-invasive ventilation and feeding tolerance in preterms with respiratory distress syndrome (RDS).~To this purpose a multicenter randomized controlled trial was designed. It will involve 13 neonatal intensive care units (NICUs) in Italy and will be coordinated by the NICU of the University of Turin.~The study focuses on the impact of two non-invasive respiratory support techniques (NCPAP and HHHFNC) on feeding intolerance and gastrointestinal complications to identify which technique is the most effective and safe in preterms with RDS. Further aim is to identify which technique could be the most suitable for full enteral feeding achievement and acquisition of oral feeding. Improving enteral feeding tolerance and promoting oral feeding could improve clinical outcomes and reduce risks and costs of prolonged hospital stay.~Further aim is to evaluate the response to NCPAP and HHHFNC in the treatment of RDS, focusing on a population of extremely low preterms. | sponsor: University of Turin, Italy | start_year: 2019.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: DEVICE | group_type: ACTIVE_COMPARATOR | intervention_name: HHHFNC | intervention_description: Application to HHHFNC to treat respiratory distress syndrome in preterm infants previously demonstrated to be stable on a non-invasive respiratory support (HHHFNC or NCPAP).","study_source: PubMed | population: Preterm infants with respiratory distress syndrome (RDS), gestational age of 25-29 weeks, age less than 7 days, need for non-invasive respiratory support, suitability to start enteral feeding. Sample size: 141 patients per arm. | interventions: Nasal Continuous Positive Airway Pressure (NCPAP) | outcomes: Time to reach full enteral feeding (primary outcome) | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",1
NCT01409161,23391616,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Phase II Study of Treatment of Acute Promyelocytic Leukemia (APL) With ATRA, Arsenic Trioxide and Gemtuzumab Ozogamicin (GO) | abstract: This phase II trial studies how well tretinoin and arsenic trioxide with or without gemtuzumab ozogamicin works in treating patients with previously untreated acute promyelocytic leukemia. Drugs used in chemotherapy, such as tretinoin and arsenic trioxide, work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Immunotoxins, such as gemtuzumab ozogamicin, may find certain cancer cells and kill them without harming normal cells. Giving tretinoin and arsenic trioxide together with gemtuzumab ozogamicin may kill more cancer cells. | sponsor: M.D. Anderson Cancer Center | start_year: 2011.0 | drug_moa_id: 244.0 | drug_name: Arsenic Trioxide | drug_description: Given IV | adverse_event_name:  | adverse_event_description:  | intervention_type: DRUG | group_type: EXPERIMENTAL | intervention_name: Arsenic Trioxide | intervention_description: Given IV","study_source: PubMed | population: 50 patients with relapsed small-cell lung cancer (SCLC) enrolled between July 2008 and May 2010 | interventions: Topotecan (2.3 mg/m(2)/d) and bevacizumab (15 mg/kg) combination treatment | outcomes: 3-month progression-free survival (PFS) was 65% (95% CI, 49.3%-76.9%), median PFS was 6.24 months for sensitive subgroup (n=27) and 2.91 months for resistant subgroup (n=23), overall response rate (ORR) was 16%, 40% had stable disease (SD), 26% had progressive disease (PD), median overall survival (OS) was 7.4 months, time to response (TTR) was 1.3 months, duration of response was 4.7 months. | group_type: EXPERIMENTAL | primary_endpoint:  | primary_endpoint_domain:  | primary_endpoint_subdomain:",0
NCT00542360,20950433,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Marketing Fall Prevention Classes to Older Adults in Faith-Based Congregations: Cluster Randomized Controlled Trial | abstract: This cluster randomized trial will test whether a social marketing program implemented in churches can motivate older adults to join exercise classes, in order to improve their strength and balance and thus prevent falls. | sponsor: University of Colorado, Denver | start_year: 2007.0 | drug_moa_id:  | drug_name:  | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type: BEHAVIORAL | group_type: EXPERIMENTAL | intervention_name: Marketing program to motivate exercise class participation | intervention_description: Using qualitative research methods, a targeted social marketing program, including a 'marketing toolkit,' was developed to motivate participation in exercise classes by older adult members of churches. The Health Belief and Transtheoretical Models formed the theoretical basis for the social marketing planning process and guided program design. The marketing program aimed to increase exercise class attractiveness, usability, and uptake by reducing barriers and costs, and using messaging about benefits and enhanced convenience to motivate participation. The intervention was implemented through churches.","study_source: PubMed | population: Patients with rotator cuff disease, 104 participants, experiencing shoulder pain, with various socio-demographic and clinical characteristics. | interventions: Corticosteroid injection | outcomes: High SPADI score associated with decreasing age, male gender, high baseline pain and disability, being on sick-leave, and using regular pain medication. | group_type: EXPERIMENTAL | primary_endpoint: SPADI score indicating pain and disability | primary_endpoint_domain: Physiological/clinical | primary_endpoint_subdomain: General outcomes",0
NCT00455234,28742709,"study_source: ClinicalTrials.gov | trial_type: INTERVENTIONAL | title: Rapid Tranquilization of Violent or Agitated People in Psychiatric Emergency Settings- A Pragmatic Randomized Controlled Trial of Intramuscular Olanzepine Vs. Intramuscular Haloperidol + Promethazine. | abstract: Three hundred consecutive adult patients presenting to the emergency services of the department of psychiatry and who are diagnosed by the treating doctor to be needing tranquillization to control agitated or aggressive behavior will be randomized to receive either Injection Olanzepine I.M. or Injection Haloperidol 10mg + Injection Promethazine 50 mg in this parallel group, block randomized, centrally-randomzed, allocation-concealed, assessor-blinded pragmatic clinical trial.~The main outcome measure that the two treatments would be compared on would be the clinical state of the patient 4 hours after intervention, but the rate of tranquillization, degree of sedation, proportions tranquil and / or asleep at 15, 30, 60 and 240 minutes, need for additional medication, use of physical restraints, doctors called back, numbers absconding and adverse effects at each of these time points would also be compared. Compliance with oral medication and adverse effects at the end of 2 weeks would also be compared. | sponsor: Christian Medical College, Vellore, India | start_year: 2005.0 | drug_moa_id: 1982.0 | drug_name: Intramuscular Olanzepine 10 mg | drug_description:  | adverse_event_name:  | adverse_event_description:  | intervention_type:  | group_type:  | intervention_name:  | intervention_description:",study_source: PubMed | population: Fifty-eight patients scheduled for cholecystectomy for gallbladder lithiasis. Relevant characteristics include the identification of anatomical variants and the use of advanced imaging techniques. | interventions: Near-infrared cholangiography (NIR-C) | outcomes: Cystic-common bile duct junction visualized in 98.15% of cases; mean time to obtain relevant images was shorter with NIR-C versus AR (P = 0.008) and versus IOC (P
